carrera,cuatrimestre,codigo,materia,creditos,creditos_requeridos,correlativas
Ingeniería Industrial,Bloque II Electivas General,23.15,Realidad Virtual,3,0,71.45|71.20
Ingeniería Industrial,Bloque II Electivas General,31.67,Procesos de Manufactura I,3,0,
Ingeniería Industrial,Bloque II Electivas General,47.73,Operaciones Offshore - Petróleo y LNG,3,72,
Ingeniería Industrial,Bloque II Electivas General,48.02,AI: Data Management Course & Digital Transformation,1,0,
Ingeniería Industrial,Bloque II Electivas General,48.04,"El Gas Natural Licuado - Tecnología, Mercados y Negocios",3,0,61.28
Ingeniería Industrial,Bloque II Electivas General,48.05,La Cadena de valor del Gas Natural,3,0,61.28
Ingeniería Industrial,Bloque II Electivas General,61.11,Derecho Laboral y Seguridad Social en la Empresa,1,0,61.31
Ingeniería Industrial,Bloque II Electivas General,61.34,Valuación de Empresas,1,0,61.50
Ingeniería Industrial,Bloque II Electivas General,71.22,Sistemas de Inteligencia Artificial,3,72,
Ingeniería Industrial,Bloque II Electivas General,81.04,Teoría de Juegos y Estrategia,3,72,
Ingeniería Industrial,Bloque II Electivas General,81.21,Gestión de Ventas,3,72,
Ingeniería Industrial,Bloque II Electivas General,81.51,Gestión de Empresas Familiares,3,72,
Ingeniería Industrial,Bloque II Electivas General,81.53,Negocios en Internet,3,72,
Ingeniería Industrial,Bloque II Electivas General,81.59,Gestión de Servicios,3,72,
Ingeniería Industrial,Bloque II Electivas General,81.65,Logística Internacional,3,72,11.20
Ingeniería Industrial,Bloque II Electivas General,81.73,Introducción a la IOT,1,72,
Ingeniería Industrial,Bloque II Electivas General,81.74,Introducción a la realidad aumentada,1,72,
Ingeniería Industrial,Bloque II Electivas General,81.94,Experiencia Inmersiva de Innovación Tecnológica,1,0,
Ingeniería Industrial,Bloque II Electivas General,82.07,Blockchain (Moneda digital descentralizada),3,72,
Ingeniería Industrial,Bloque II Electivas General,82.08,Cloud Computing,3,72,
Ingeniería Industrial,Bloque II Electivas General,82.17,Análisis Multivariado,3,96,11.67
Ingeniería Industrial,Bloque II Electivas General,92.99,Complementos de Análisis Matemático IV,2,0,
Ingeniería Industrial,Bloque II Electivas General,94.13,Gestión de Organizaciones Sociales,6,72,
Ingeniería Industrial,Bloque II Electivas General,94.19,Comportamiento Organizacional,3,72,94.33
Ingeniería Industrial,Bloque II Electivas General,94.27,Administración de Recursos Humanos,3,72,
Ingeniería Industrial,Bloque II Electivas General,94.40,Estructura de las Organizaciones,3,0,
Ingeniería Industrial,Bloque II Electivas General,94.42,Comunicación Estratégica,3,72,
Ingeniería Industrial,Bloque III Electivas Gestión,11.46,Planeamiento Estratégico,3,72,
Ingeniería Industrial,Bloque III Electivas Gestión,11.73,Teoría de la Decisión,3,72,
Ingeniería Industrial,Bloque IV Electivas Tics,15.65,Derecho digital,1,72,
Ingeniería Industrial,Bloque IV Electivas Tics,15.67,Programación web,3,72,
Ingeniería Industrial,Bloque IV Electivas Tics,15.68,Programación Básica,3,0,
Ingeniería Industrial,Bloque IV Electivas Tics,81.03,Sistemas de Información,3,72,
Ingeniería Industrial,Bloque V Electivas Energía,10.08,Energías Renovables,3,72,
Ingeniería Industrial,Bloque V Electivas Energía,10.12,Energías Convencionales,3,72,
Ingeniería Industrial,Bloque V Electivas Energía,10.18,Demanda Energética,2,72,
Ingeniería Industrial,Bloque V Electivas Energía,10.19,Tecnologías Energéticas Disruptivas,2,72,
Ingeniería Industrial,Bloque V Electivas Energía,10.20,Introducción al Desarrollo Energético Sustentable,2,72,
Ingeniería Industrial,Bloque V Electivas Energía,10.24,Economía de la Transición Energética,3,72,
Ingeniería Industrial,Bloque V Electivas Energía,14.52,Eficiencia Energética,1,0,
Ingeniería Industrial,Bloque V Electivas Energía,15.15,Tecnologías del Hidrógeno,1,72,
Ingeniería Industrial,Bloque V Electivas Energía,34.98,Baterías y Acumulación de Energía,1,0,30.32|12.67|23.17
Ingeniería Industrial,Bloque V Electivas Energía,47.86,Transición Energética y Sustentabilidad,3,96,
Ingeniería Industrial,Bloque VI Electivas Finanzas,15.64,Sistema Monetario y Financiero en Argentina,3,72,
Ingeniería Industrial,Bloque VI Electivas Finanzas,61.30,Econometría Aplicada,3,72,11.67
Ingeniería Industrial,Bloque VI Electivas Finanzas,61.50,Finanzas de la Empresa,3,72,
Ingeniería Industrial,Bloque VI Electivas Finanzas,61.93,Estrategia Financiera,3,0,61.09
Ingeniería Industrial,Bloque VII Electivas Tecnología,10.04,Plantas Industriales,3,72,
Ingeniería Industrial,Bloque VII Electivas Tecnología,11.14,Diseño de Producto,3,72,11.16
Ingeniería Industrial,Bloque VII Electivas Tecnología,11.19,Prototipado e Impresión 3D,3,72,
Ingeniería Industrial,Bloque VII Electivas Tecnología,11.33,Gestión de la tecnología,3,160,
Ingeniería Industrial,Gestión de datos,71.78,Gestión de Datos,6,0,71.20
Ingeniería Industrial,Gestión de datos,71.88,Gestión de Datos,6,REVISAR,71.20
Ingeniería Mecánica,Año 1 - Cuatrimestre 1,12.67,Química General,6,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 1,71.58,Informática General,3,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 1,92.01,Análisis Matemático I,6,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 1,93.18,Álgebra Lineal,6,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 1,94.33,Tecnología y Sociedad,3,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 2,16.55,Biología,3,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 2,30.26,Ciencia de Materiales I,6,0,12.67
Ingeniería Mecánica,Año 1 - Cuatrimestre 2,30.51,Introducción a la Ingeniería Mecánica,3,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 2,31.08,Sistemas de Representación,3,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 2,71.90,Certificaciones tecnológicas,0,0,
Ingeniería Mecánica,Año 1 - Cuatrimestre 2,92.02,Análisis Matemático II,6,0,92.01|93.18
Ingeniería Mecánica,Año 1 - Cuatrimestre 2,93.41,Física I,6,0,92.01
Ingeniería Mecánica,Año 2 - Cuatrimestre 1,30.41,Diseño Mecánico I,6,0,93.41|30.26|31.08
Ingeniería Mecánica,Año 2 - Cuatrimestre 1,30.46,Laboratorio de Diseño Mecánico,3,0,93.41|31.08|30.26
Ingeniería Mecánica,Año 2 - Cuatrimestre 1,71.59,Estructura de Datos y Programación,6,0,71.58|71.90
Ingeniería Mecánica,Año 2 - Cuatrimestre 1,92.03,Análisis Matemático III,6,0,92.01|93.18
Ingeniería Mecánica,Año 2 - Cuatrimestre 1,93.42,Física II,6,0,92.02
Ingeniería Mecánica,Año 2 - Cuatrimestre 2,30.42,Diseño Mecánico II,6,0,92.02|92.03|93.41
Ingeniería Mecánica,Año 2 - Cuatrimestre 2,31.21,Termodinámica,6,0,93.42|93.41
Ingeniería Mecánica,Año 2 - Cuatrimestre 2,92.04,Análisis Matemàtico IV,6,0,92.02|92.03
Ingeniería Mecánica,Año 2 - Cuatrimestre 2,93.07,Métodos Numéricos,3,0,71.58|92.03
Ingeniería Mecánica,Año 2 - Cuatrimestre 2,93.43,Física III,6,0,92.03|93.41
Ingeniería Mecánica,Año 3 - Cuatrimestre 1,21.08,Electrotecnia,6,0,93.43
Ingeniería Mecánica,Año 3 - Cuatrimestre 1,30.25,Ciencia de Materiales II,3,0,30.26
Ingeniería Mecánica,Año 3 - Cuatrimestre 1,30.43,Diseño Mecánico III A,4,0,30.42|92.03|93.07|92.04
Ingeniería Mecánica,Año 3 - Cuatrimestre 1,30.44,Diseño Mecánico III B,4,0,92.03|30.42|93.07|92.04
Ingeniería Mecánica,Año 3 - Cuatrimestre 1,93.61,Física IV,4,0,93.42|93.43
Ingeniería Mecánica,Año 3 - Cuatrimestre 1,94.43,Metodología del Diseño,3,72,
